age,age_o,d_age,d_importance_same_race,d_importance_same_religion,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,d_interests_correlate,expected_happy_with_sd_people,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,gender_female,race_'Asian/Pacific Islander/Asian-American',race_'Black/African American',race_'Latino/Hispanic American',race_European/Caucasian-American,race_Other,race_o_'Asian/Pacific Islander/Asian-American',race_o_'Black/African American',race_o_'Latino/Hispanic American',race_o_European/Caucasian-American,race_o_Other,samerace,match
0.20833333333333326,0.375,0.10810810810810811,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.6666666666666665,1.0,0.0,0.5,0.9,0.6000000000000001,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.20833333333333326,0.5,0.1891891891891892,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.6666666666666665,1.0,0.0,0.5,0.8,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.20833333333333326,0.4166666666666665,0.13513513513513514,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.6666666666666665,1.0,0.0,0.5,0.7000000000000001,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4166666666666665,0.25,0.10810810810810811,1.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.5555555555555556,0.5,0.0,0.5,0.7000000000000001,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.4166666666666665,0.625,0.13513513513513514,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4166666666666665,0.20833333333333326,0.13513513513513514,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5555555555555556,0.5,0.0,0.5,0.9,0.7000000000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4166666666666665,0.25,0.10810810810810811,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.8,0.6000000000000001,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4166666666666665,0.75,0.21621621621621623,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.5,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4166666666666665,0.33333333333333326,0.05405405405405406,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4166666666666665,0.375,0.02702702702702703,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.6000000000000001,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4166666666666665,0.4166666666666665,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.7000000000000001,0.6000000000000001,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4166666666666665,0.5416666666666665,0.08108108108108109,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5555555555555556,0.5,0.0,0.5,0.8,0.7000000000000001,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4166666666666665,0.4166666666666665,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.7000000000000001,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4166666666666665,0.375,0.02702702702702703,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4166666666666665,0.4166666666666665,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.7000000000000001,0.8,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4166666666666665,0.375,0.02702702702702703,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.7000000000000001,0.6000000000000001,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4166666666666665,0.375,0.02702702702702703,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.7000000000000001,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4166666666666665,0.5,0.05405405405405406,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.5,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4166666666666665,0.4166666666666665,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5555555555555556,0.5,0.0,0.5,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45833333333333326,0.25,0.13513513513513514,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.5555555555555556,0.5,0.0,0.5,0.6000000000000001,0.7000000000000001,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.45833333333333326,0.625,0.10810810810810811,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.5555555555555556,0.5,0.0,0.5,0.4,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.45833333333333326,0.20833333333333326,0.16216216216216217,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.7000000000000001,0.6000000000000001,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.45833333333333326,0.25,0.13513513513513514,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.5555555555555556,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.45833333333333326,0.75,0.1891891891891892,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.5555555555555556,0.5,0.0,0.5,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.45833333333333326,0.33333333333333326,0.08108108108108109,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.5555555555555556,0.5,0.0,0.5,0.6000000000000001,0.8,0.5,1.0,0.125,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.45833333333333326,0.375,0.05405405405405406,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.5555555555555556,0.5,0.0,0.5,0.7000000000000001,0.7000000000000001,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45833333333333326,0.4166666666666665,0.02702702702702703,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.5555555555555556,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.45833333333333326,0.5416666666666665,0.05405405405405406,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.5555555555555556,0.5,0.0,0.5,0.7000000000000001,0.7000000000000001,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.45833333333333326,0.4166666666666665,0.02702702702702703,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.5555555555555556,0.5,0.0,0.5,0.8,0.7000000000000001,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.45833333333333326,0.375,0.05405405405405406,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.5555555555555556,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45833333333333326,0.4166666666666665,0.02702702702702703,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.5555555555555556,0.5,0.0,0.5,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45833333333333326,0.375,0.05405405405405406,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.7000000000000001,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.45833333333333326,0.375,0.05405405405405406,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.5555555555555556,0.5,0.0,0.5,0.6000000000000001,0.7000000000000001,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.45833333333333326,0.5,0.02702702702702703,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.5555555555555556,0.5,0.0,0.5,0.8,0.9,0.5,1.0,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.45833333333333326,0.4166666666666665,0.02702702702702703,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.5555555555555556,0.5,0.0,0.5,0.8,0.7000000000000001,0.5,1.0,0.125,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16666666666666663,0.25,0.05405405405405406,1.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.6666666666666665,1.0,0.0,0.0,0.7000000000000001,0.6000000000000001,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.16666666666666663,0.625,0.2972972972972973,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.6666666666666665,1.0,0.0,0.0,0.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.16666666666666663,0.20833333333333326,0.02702702702702703,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.6666666666666665,1.0,0.0,0.0,0.5,0.30000000000000004,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.16666666666666663,0.25,0.05405405405405406,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.6666666666666665,1.0,0.0,0.0,0.4,0.2,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.16666666666666663,0.75,0.3783783783783784,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.6666666666666665,1.0,0.0,0.0,0.4,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.16666666666666663,0.33333333333333326,0.10810810810810811,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.6666666666666665,1.0,0.0,0.0,0.4,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16666666666666663,0.375,0.13513513513513514,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.6666666666666665,1.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
